"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
25133,197692,"SL","H",6,"NY","New York","042","","",6,99.799999999999997,"1978","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4475,5298,"D","Rhoda","Jacobs","S.","Rhoda","Hon.","","New York Assemblymember","","F","Rhoda S. Jacobs","","Brooklyn, NY","","","","Married","Jerome (Jerry) Jacobs","Brooklyn, NY","3 children ; 2 grandchildren","JEW","Jewish",5,"White/Caucasian","Assistant Speaker, NY State Assembly","2009","Former Treasurer, National Association of Jewish Legislators","2009","PUB","Full Time Legislator","","","City University of New York (CUNY)","B.A.","2009","","","","","","","","","","","","","Hon. Rhoda Jacobs","New York Representative","Room 736","Legislative Office Building","188 State Street","","Albany, NY 12248","jacobsr@assembly.state.ny.us","http://assembly.state.ny.us/mem/Rhoda-Jacobs/contact/","http://assembly.state.ny.us/mem/Rhoda-Jacobs","","","","","Images\Photos\SL\NY\H","Jacobs_Rhoda_197692.jpg"
25330,228885,"SL","H",318,"NH","New Hampshire","124","B","",165,15.6,"2012","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",7934,8141,"D","Eileen","Flockhart","C.","Eileen","Rep.","","New Hampshire Representative","","F","Eileen C. Flockhart","","Port Washington, NY","1944","06","17","Married","Douglas Flockhart","Exeter, NH","5 children","ROC","Roman Catholic",5,"White/Caucasian","Member, NH State House of Representatives (NH086)","2004-2008","Candidate, NH State House of Representatives","2002","EDU","Teacher","EDU","Teacher","Catholic University of America (DC)","B.A.","1966","P.D. Schreiber High School","","1966","","","","","","","","","","Rep. Eileen Flockhart","New Hampshire Representative","","State House","107 North Main Street","","Concord, NH 03301-4951","eileen.flockhart@leg.state.nh.us","","http://www.gencourt.state.nh.us/house/members/memberlookup.aspx","","","","","Images\Photos\SL\NH\H","Flockhart_Eileen_228885.jpg"
25499,292288,"SL","S",31,"ND","North Dakota","003","","",21,54.299999999999997,"2010","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4879,5706,"R","Oley","Larsen","","Oley","Sen.","","North Dakota Senator","","M","Oley Larsen","","","","","","Married","Elizabeth (Liz)","Minot, ND","2 children ","","",5,"White/Caucasian","","","","","EDU","Automotive Technology Instructor","","","North Dakota State University","M.S.","2007","Valley City State University (ND)","B.S.","2004","University of North Dakota, Williston","Assc. Deg.","1986","","","","","","","Sen. Oley Larsen","North Dakota Senator","","State Capitol","600 East Boulevard Avenue","","Bismarck, ND 58505-0360","olarsen@nd.gov","","http://www.legis.nd.gov/assembly/63-2013/members/senate/senator-stanley-w-lyson","","http://www.facebook.com/oley.larsen","","","Images\Photos\SL\ND\S","Larsen_Oley_292288.jpg"
25597,196703,"SL","H",54,"ND","North Dakota","026","B","",10,28.199999999999999,"2008","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4855,7954,"D-NPL","Jerry","Kelsh","G.","Jerry","Rep.","","North Dakota Representative","","M","Jerome G. Kelsh","","La Moore, ND","1940","10","25","Married","Ramona Keller","Fullerton, ND","3 children; 4 grandchildren","ROC","Roman Catholic",5,"White/Caucasian","Minority Leader, ND State House of Representatives","2011-2012","Member, ND State Senate","1984-2002","AGR","Farm Owner and Businessman (Retired)","","","University of North Dakota","B.A.","1984-2002","University of North Dakota","B.S.","1984-2002","Fullerton High School","","1984-2002","","","","","","","Rep. Jerry Kelsh","North Dakota Representative","","State Capitol","600 East Boulevard Avenue","","Bismarck, ND 58505-0360","jkelsh@nd.gov","","http://www.legis.nd.gov/assembly/63-2013/members/house/representative-jerry-kelsh","","","","","Images\Photos\SL\ND\H","Kelsh_Jerry_196703.jpg"
25746,296438,"SL","H",213,"NH","New Hampshire","001","","",83,52,"2012","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",7947,8015,"D","Ruth","Gulick","P.","Ruth","Rep.","","New Hampshire Representative","","F","Ruth P. Gulick","","","1941","10","23","Married","Peter Gulick","New Hampton, NH","3 children; 2 grandchildren","","",5,"White/Caucasian","Candidate (NH001), NH State House of Representatives","2010","","","EDU","Former Teacher","EDU","Former Teacher","University of New Hampshire School of Law Franklin Pierce Law Center","J.D.","1980","Plymouth State College (NH)","M.Ed.","1973","University of Maine, Orono","B.A.","1970","","","","","","","Rep. Ruth Gulick","New Hampshire Representative","","State House","107 North Main Street","","Concord, NH 03301-4951","ruth.gulick@leg.state.nh.us","","http://www.gencourt.state.nh.us/house/members/memberlookup.aspx","","","","","Images\Photos\SL\NH\H","Gulick_Ruth_296438.jpg"
25890,250516,"SL","S",20,"MT","Montana","008","","",10,54.200000000000003,"2010","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",3875,4497,"D","Shannon","Augare","J.","Shannon","Sen.","","Montana Senator","","M","Shannon J. Augare","","Tacoma, WA","1979","10","29","Single","","Browning, MT","","","",3,"Indian/Native American","House Majority Whip, MT State House","2009-2010","Member (MT016 D), MT State House","2006-2010","BUS","Owner","VOL","Director","University of Great Falls (MT)","","2006-2010","University of Montana","B.A.","2006-2010","Browning High School","","2006-2010","","","","","","","Sen. Shannon Augare","Montana Senator","","Montana Senate","PO Box 200500","","Helena, MT 59620-0500","shannonjaugare@aol.com","","http://leg.mt.gov/css/Sessions/63rd/leg_info.asp?HouseID=2&SessionID=107&LAWSID=14306","","http://www.facebook.com/pages/Shannon-Augare/103789659659601","","","Images\Photos\SL\MT\S","Augare_Shannon_250516.jpg"
25964,283036,"SL","H",82,"MS","Mississippi","117","","",39,100,"2010","2015","G","",0,0,0,0,0,0,0,0,"AOK","Normal",3503,4121,"R","Scott","DeLano","","Scott","Rep.","","Mississippi Representative","","M","Scott DeLano","","Hendersonville, NC","1971","09","20","Married","Robin","Biloxi, MS","2 children","PRE","Presbyterian",5,"White/Caucasian","","","","","BUS","Commercial Real Estate Developer","","","University of Southern Mississippi","B.A.","1977","Mississippi Gulf Coast Community College","","1977","Long Beach High School (MS)","","1977","","","","","","","Rep. Scott DeLano","Mississippi Representative","","State Capitol","PO Box 1018","","Jackson, MS 39215-1018","sdelano@house.ms.gov","","http://billstatus.ls.state.ms.us/members/house/delano.xml","","","http://twitter.com/scottdelano","","Images\Photos\SL\MS\H","DeLano_Scott_283036.jpg"
26145,196529,"SL","S",10,"NM","New Mexico","011","","",7,100,"1996","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",4373,5194,"D","Linda","Lopez","M.","Linda","Sen.","","New Mexico Senator","","F","Linda M. Lopez","","Albuquerque, NM","1964","03","13","Divorced","","Albuquerque, NM","1 child","CAT","Catholic",2,"Hispanic/Latino","Candidate, NM Lieutenant Governor","2010","Chair, Bernalillo County Democratic Party","2003-Current","BUS","Recruiter","BUS","Owner","College of Santa Fe (NM)","M.B.A.","1992","College of Santa Fe (NM)","B.A.","1987","","","","","","","","","","Sen. Linda Lopez","New Mexico Senator","Room 320","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","linda.lopez@nmlegis.gov","","http://www.nmlegis.gov/lcs/legislator_details.aspx?SPONCODE=SLOPE","","http://www.facebook.com/linda.m.lopez.39","","","Images\Photos\SL\NM\S","Lopez_Linda_196529.jpg"
26331,299548,"SL","H",70,"MN","Minnesota","026B","","",28,57.100000000000001,"2010","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",3233,3849,"R","Michael","Benson","W.","Mike","Rep.","","Minnesota Representative","","M","Michael Wayne Benson","","Springfield, IL","1955","01","09","Married","Susan","Rochester, MN","4 children; 3 grandchildren","EVA","Evangelical",5,"White/Caucasian","Vice Chair, MN State House Committee on State Government Finance","2013","Member (MN030B R), MN State House","2010-2013","EDU","Asst. Professor of Business Admin., Director of Human Services","PUB","Postmaster of Rochester (MN), Cleveland (OH), Pittsburgh (PA), and District Manager","Eastern University (PA)","M.B.A.","2010-2013","Eastern University (PA)","Bach. Deg.","2010-2013","Bloomington High School (IL)","","1973","","","","","","","Rep. Michael Benson","Minnesota Representative","Room 215","State Office Building","100 Rev. Dr. Martin Luther King Jr. Boulevard","","St. Paul, MN 55155-1298","rep.mike.benson@house.mn","","http://www.house.leg.state.mn.us/members/members.asp?id=15342","","http://www.facebook.com/pages/Mike-Benson-for-Representative/186069957547#!/pages/Mike-Benson-for-Representative/186069957547?sk=info","","","Images\Photos\SL\MN\H","Benson_Michael_299548.jpg"
26362,208310,"SL","H",19,"MN","Minnesota","040B","","",15,71.200000000000003,"2000","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",3261,3877,"DFL","Debra","Hilstrom","","Debra","Rep.","","Minnesota Representative","","F","Debra Hilstrom","HILL-strum","","1968","06","21","Married","Joel Hilstrom","Brooklyn Center, MN","2 children","","",5,"White/Caucasian","Deputy Minority Leader, MN State House of Representatives","2012","Member (MN046B DFL), MN State House of Representatives","2000-2012","BUS","Small Business Owner","","","University of Minnesota (MN)","B.A.","2000-2012","","","","","","","","","","","","","Rep. Debra Hilstrom","Minnesota Representative","Room 379","State Office Building","100 Rev. Dr. Martin Luther King Jr. Boulevard","","St. Paul, MN 55155-1298","rep.debra.hilstrom@house.mn","","http://www.house.leg.state.mn.us/members/members.asp?id=10255","","http://www.facebook.com/debra.hilstrom","","","Images\Photos\SL\MN\H","Hilstrom_Debra_208310.jpg"
26635,196177,"SL","S",2,"MS","Mississippi","007","","",1,100,"1984","2015","G","",0,0,0,0,0,0,0,0,"AOK","Normal",3515,4133,"D","Hob","Bryan","","Hob","Sen.","","Mississippi Senator","","M","Hob Bryan","","Amory, MS","1952","12","05","Single","","Amory, MS","","BAP","Baptist",5,"White/Caucasian","","","","","LAW","Attorney","","","University of Virginia Law School","J.D.","1989","Mississippi State University","B.A.","1989","","","","","","","","","","Sen. Hob Bryan","Mississippi Senator","","State Capitol","PO Box 1018","","Jackson, MS 39215-1018","hbryan@senate.ms.gov","","http://billstatus.ls.state.ms.us/members/senate/bryan.xml","","","","","Images\Photos\SL\MS\S","Bryan_Hob_196177.jpg"
26774,290649,"SL","S",27,"AL","Alabama","008","","",15,50.5,"2010","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",120,122,"R","Shadrack","McGill","D.","Shadrack","Sen.","","Alabama Senator","","M","Shadrack D. McGill","","Jackson County, AL","1975","11","06","Married","Heather Baugh","Scottsboro, AL","6 children ","CHC","Christian Church",5,"White/Caucasian","","","","","BUS","Owner, Operator","","","North Alabama Community College","","1978","Paint Rock Valley High School","","1994","","","","","","","","","","Sen. Shadrack McGill","Alabama Senator","Room 731","Alabama State House","11 South Union Street","","Montgomery, AL 36130-4600","shadrack.mcgill@alsenate.gov","","http://www.legislature.state.al.us/senate/senators/senatebios/sd008.html","","http://www.facebook.com/pages/Vote-Shadrack-Shadd-McGill-For-Alabama-Senate-District-8/109605542390664#!/pages/Vote-Shadrack-Shadd-McGill-For-Alabama-Senate-District-8/109605542390664?sk","http://twitter.com/Shadrack2013","","Images\Photos\SL\AL\S","McGill_Shadrack_290649.jpg"
26882,192708,"SL","H",19,"AL","Alabama","083","","",11,96.900000000000006,"1994","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",90,92,"D","George","Bandy","C.","Tootie","Rep.","","Alabama Representative","","M","George C. Bandy","","","1945","02","07","","","Opelika, AL","2 children","BAP","Baptist",1,"Black/African American","Chair, AL Democratic Conference","1986","Member, Lee County Board of Commissioners","1986","CLE","Pastor","","","Morehouse College (GA)","B.A.","1986","","","","","","","","","","","","","Rep. George Bandy","Alabama Representative","Room 529","Alabama State House","11 South Union Street","","Montgomery, AL 36130-2950","george.bandy@alhouse.gov","","http://www.legislature.state.al.us/house/representatives/housebios/hd083.html","","http://www.facebook.com/people/George-Bandy/100001074974369","","","Images\Photos\SL\AL\H","Bandy_George_192708.jpg"
27154,226453,"SL","S",22,"CA","California","002","","",15,63.100000000000001,"2010","2014","G","",0,0,0,0,0,0,0,0,"AOK","Running for other office",550,984,"D","Noreen","Evans","","Noreen","Sen.","","California Senator","","F","Noreen Evans","","San Diego, CA","1955","04","22","Single","","Santa Rosa, CA","3 children","","",5,"White/Caucasian","Majority Whip, CA State Assembly","2010","Democratic Caucus Chair, CA State Assembly","2008","LAW","Attorney, Litigation Partner","LAW","Attorney","University of Austria, Salzburg","","2008","University of Pacific McGeorge School of Law (CA)","J.D.","1981","California State University, Sacramento","B.A.","1978","","","","","","","Sen. Noreen Evans","California Senator","","State Capitol","Room 4085","","Sacramento, CA 95814-4900","senator.evans@senate.ca.gov","http://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD02","http://sd02.senate.ca.gov/","","http://www.facebook.com/people/Noreen-Evans/547054759","http://twitter.com/nmevans","","Images\Photos\SL\CA\S","Evans_Noreen_226453.jpg"
27378,212445,"SL","S",24,"CT","Connecticut","008","","",9,60,"2008","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",859,1297,"R","Kevin","Witkos","D.","Kevin","Sen.","","Connecticut Senator","","M","Kevin D. Witkos","","","","","","Married","Esther","Canton, CT","2 children","","",5,"White/Caucasian","Senate Deputy Minority Leader, CT State Senate","2013","Co-Chair, CT State Joint Committee on Internship","2013","LEN","SGT","LAB","President","University of Connecticut (CT)","B.A.","2007","New England Institute of Law Enforcement Management","","2002","Tunxis Community Technical College (CT)","A.A.S.","1996","","","","","","","Sen. Kevin Witkos","Connecticut Senator","Room 3400","Legislative Office Building","300 Capitol Avenue","","Hartford, CT 06106-1591","Kevin.Witkos@cga.ct.gov","http://ctsenaterepublicans.com/contact-witkos/","http://ctsenaterepublicans.com/home-witkos/","","http://www.facebook.com/senatorwitkos","","","Images\Photos\SL\CT\S","Witkos_Kevin_212445.jpg"
27487,193325,"SL","H",20,"CT","Connecticut","082","","",15,67.299999999999997,"1994","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",782,1220,"D","Emil","Altobello","","Buddy","Rep.","Jr.","Connecticut Representative","","M","Emil Altobello Jr.","","Meriden, CT","","","","","","Meriden, CT","","CAT","Catholic",5,"White/Caucasian","House Majority Deputy Speaker, CT State House","2013","Majority Deputy Speaker, CT State House of Representatives","2005-2010","REL","Realtor","","","Maloney High School","","2005-2010","University of Connecticut (CT)","","2005-2010","","","","","","","","","","Rep. Emil Altobello Jr.","Connecticut Representative","Room 4015","Legislative Office Building","300 Capitol Avenue","","Hartford, CT 06106-1591","Emil.Altobello@cga.ct.gov","http://www.housedems.ct.gov/Altobello/contact.asp","http://www.housedems.ct.gov/Altobello/","","","","","Images\Photos\SL\CT\H","Altobello_Emil_193325.jpg"
27604,193442,"SL","H",1,"DE","Delaware","012","","",1,100,"1994","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",900,1340,"R","Deborah","Hudson","D.","Deborah","Rep.","","Delaware Representative","","F","Deborah D. Hudson","","Salisbury, MD","1952","08","16","Divorced","","Wilmington, DE","1 child","","",5,"White/Caucasian","Vice President, Newcastle County Republican Committee","2013","","","LEN","New Castle County Prothonotary","PUB","Full Time Legislator","University of Delaware","B.S.","1974","Brandywine High School","","1974","","","","","","","","","","Rep. Deborah Hudson","Delaware Representative","","Legislative Hall ","411 Legislative Avenue","","Dover, DE 19901","Deborah.Hudson@state.de.us","","http://legis.delaware.gov/legislature.nsf/52087754ec8b9261852569c10055df42/929adf6d14096924852569d800535df8?OpenDocument","","","","","Images\Photos\SL\DE\H","Hudson_Deborah_193442.jpg"
27860,228399,"SL","H",56,"GA","Georgia","002","","",33,100,"2004","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",1161,1611,"R","Jay","Neal","","Jay","Rep.","","Georgia Representative","","M","Jay Neal","","Oak Ridge, TN","","","","Married","Gretchen Banther","Lafayette, GA","2 children; 2 grandchildren","WES","Wesleyan",5,"White/Caucasian","Member (GA001 R), GA State House of Representatives","2004-2012","Candidate, U.S. House of Representatives","2002","CLE","Minister","","","Emanuel Theological Seminary (TN)","B.A.","2002","","","","","","","","","","","","","Rep. Jay Neal","Georgia Representative","Room 401","State Capitol ","206 Washington Street","","Atlanta, GA 30334","jay.neal@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=178&Session=23","","http://www.facebook.com/pages/State-Rep-Jay-Neal-R-1/54746583459?ref=search&sid=1250635295.3399389700..1","","","Images\Photos\SL\GA\H","Neal_Jay_228399.jpg"
27979,193823,"SL","H",27,"GA","Georgia","142","","",8,100,"1999","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",1307,1784,"D","Nikki","Randall","T.","Nikki","Rep.","","Georgia Representative","","F","Nikki T. Randall","","Macon, GA","1972","06","03","Single","","Macon, GA","","UNT","United Church of Christ",1,"Black/African American","Member (GA138 R), GA State House of Representatives","2004-2012","Minority Caucus Vice Chair, GA State House of Representatives","2011","BUS","Employee","LOB","Lobbyist","Tennessee State University","B.B.A.","1995","Macon Central High School","","1995","","","","","","","","","","Rep. Nikki Randall","Georgia Representative","Room 404-A","Coverdell Legislative Office Building","18 Capitol Square","","Atlanta, GA 30334","nikki.randall@house.ga.gov","","http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=191&Session=23","","http://www.facebook.com/pages/Rep-Nikki-Randall-D-138/86492848188","","","Images\Photos\SL\GA\H","Randall_Nikki_193823.jpg"
28082,271959,"SL","H",31,"HI","Hawaii","001","","",29,100,"2008","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",1371,1850,"D","Mark","Nakashima","M.","Mark","Rep.","","Hawaii Representative","","M","Mark M. Nakashima","","Hilo, HI","1963","03","27","Single","","Honokaa, HI","","BUD","Buddhism",7,"Hawaiian/Pacific Islander","Member, Democratic Party State Central Committee","2004-2008","Candidate, HI State House of Representatives","1994","VOL","UniServe Director, Field Representative","EDU","Teacher","University of Hawaii, Manoa","B.E.D.","1994","","","","","","","","","","","","","Rep. Mark Nakashima","Hawaii Representative","Room 406","Hawai'i State Capitol","415 South Beretania Street","","Honolulu, HI 96813","repnakashima@capitol.hawaii.gov","","http://www.capitol.hawaii.gov/memberpage.aspx?member=nakashima","http://marknakashima.blogspot.com/","","http://twitter.com/marknakashima","","Images\Photos\SL\HI\H","Nakashima_Mark_271959.jpg"
28183,404340,"SL","S",39,"IA","Iowa","046","","",23,53.299999999999997,"2012","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",2024,2548,"D","Chris","Brase","","Chris","Sen.","","Iowa Senator","","M","Christopher Brase","","Donohue, IA","","","","Married","Petra","Muscatine, IA","3 children; 2 grandchildren","","",5,"White/Caucasian","","","","","LEN","Certified EMT","","","University of Iowa","","1965","Scott Community College (IA)","","1965","North Scott High School","","1980","","","","","","","Sen. Chris Brase","Iowa Senator","","State Capitol","1007 East Grand Avenue","","Des Moines, IA 50319","chris.brase@legis.iowa.gov","","http://www.legis.iowa.gov/Legislators/legislator.aspx?GA=85&PID=12340","","http://www.facebook.com/ChrisBraseforIowaSenate","","","Images\Photos\SL\IA\S","Brase_Chris_404340.jpg"
28335,194173,"SL","H",4,"ID","Idaho","009","A","",4,70.900000000000006,"1996","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",1457,1948,"R","Lawerence","Denney","E.","Lawerence","Rep.","","Idaho Representative","","M","Lawerence E. Denney","","Council, ID","1948","02","25","Married","Donna","Midvale, ID","4 children; 8 grandchildren","BAP","Baptist",5,"White/Caucasian","Speaker, ID State House of Representatives","2012","Majority Leader, IA State House of Representatives","2002-2006","AGR","Self-Employed Farmer","","","University of Idaho","B.S.","1970","Midvale High School","","1966","","","","U.S. Army","","1971-1972","","","","Rep. Lawerence Denney","Idaho Representative","","State Capitol Building","PO Box 83720","","Boise, ID 83720-0038","ldenney@house.idaho.gov","http://legislature.idaho.gov/about/contactmembersform.cfm?ID=22","http://legislature.idaho.gov/house/membershipSingle.cfm?ID=22","","http://www.facebook.com/lawerence.denney","","","Images\Photos\SL\ID\H","Denney_Lawerence_194173.jpg"
28460,194298,"SL","H",13,"IL","Illinois","012","","",9,100,"1994","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",1549,2069,"D","Sara","Feigenholtz","","Sara","Rep.","","Illinois Representative","","F","Sara Feigenholtz","","Chicago, IL","1956","12","11","Married","Manuel Feigenholtz","Chicago. IL","","JEW","Jewish",5,"White/Caucasian","Assistant Majority Leader, IL State House of Representatives","1973","","","BUS","Former Executive Director","PUB","Full Time Legislator","University of Illinois School of Public Health","","1973","Northeastern Illinois University","B.A.","1979","","","","","","","","","","Rep. Sara Feigenholtz","Illinois Representative","Room 300","Capitol Building","301 South Second Street","","Springfield, IL 62706","sara@staterepsara.com","","http://www.ilga.gov/house/Rep.asp?GA=98&MemberID=1830","","http://www.facebook.com/pages/Sara-Feigenholtz/40696488883","http://twitter.com/SaraFeigenholtz","","Images\Photos\SL\IL\H","Feigenholtz_Sara_194298.jpg"
28482,250821,"SL","H",50,"IL","Illinois","013","","",28,100,"2006","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",1550,2070,"D","Gregory","Harris","S.","Greg","Rep.","","Illinois Representative","","M","Gregory S. Harris","","Denver, CO","1955","06","05","Single","","Chicago, IL","","","",5,"White/Caucasian","Former Chair, Lesbians and Gays in Government","2000-2006","Founder, President, Open Hand Chicago and AIDS Walk Chicago","2000-2006","VOL","Management","PUB","Social Service Agencies","","","","","","","","","","","","","","","","Rep. Gregory Harris","Illinois Representative","Room 253-S","Stratton Office Building","401 South Spring Street","","Springfield, IL 62706","greg@gregharris.org","","http://www.ilga.gov/house/Rep.asp?GA=98&MemberID=1931","","http://www.facebook.com/greg.harris.750","","","Images\Photos\SL\IL\H","Harris_Gregory_250821.jpg"
28598,270774,"SL","S",38,"IN","Indiana","033","","",12,90.5,"2008","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",1856,2378,"D","Greg","Taylor","","Greg","Sen.","","Indiana Senator","","M","Greg Taylor","","","","","","Married","Danielle","Indianapolis, IN","3 children","","",1,"Black/African American","Member, Indianapolis Equal Opportunity Advisory Board","1957","","","LAW","Attorney","PUB","State Employee, Business Development Division","Indiana University Law School (IN)","J.D.","1957","","","","","","","","","","","","","Sen. Greg Taylor","Indiana Senator","Room 4D-S","State House","200 West Washington Street","","Indianapolis, IN 46204-2785","s33@iga.in.gov","http://www.in.gov/cgi-bin/legislative/contact/contact-lsa-2-5.pl?data=s033","http://www.in.gov/S33","","","","","Images\Photos\SL\IN\S","Taylor_Greg_270774.jpg"
28712,289900,"SL","H",94,"IN","Indiana","098","","",31,100,"2012","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",1821,2343,"D","Robin","Shackleford","","Robin","Rep.","","Indiana Representative","","F","Robin C. Shackleford","","Indianapolis, IN","1970","10","30","Not Stated","","Indianapolis, IN","","","",1,"Black/African American","Chair, Democratic Precinct Committee","1978","Candidate  (IN029), IN State Senate","2010","BUS","Project Manager","PUB","Diversity Affairs Director","Indiana University Purdue University, Indianapolis","M.P.A.","2010","Indiana University","B.A.","2010","","","","","","","","","","Rep. Robin Shackleford","Indiana Representative","Room 336-8","State House","200 West Washington Street","","Indianapolis, IN 46204-2786","h98@iga.in.gov","http://www.in.gov/cgi-bin/legislative/contact/contact-lsa-2-5.pl?data=h098","http://shackleford.indianahousedemocrats.org/","","http://www.facebook.com/StateRepresentative","http://twitter.com/RCShackleford","","Images\Photos\SL\IN\H","Shackleford_Robin_289900.jpg"
28880,392925,"SL","S",34,"KY","Kentucky","001","","",20,59.299999999999997,"2012","2016","G","",0,0,0,0,0,0,0,0,"AOK","Normal",2304,2832,"R","Stan","Humphries","","Stan","Sen.","","Kentucky Senator","","M","Stan Humphries","","","1969","08","02","Not Stated","","Cadiz, KY","","BAP","Baptist",5,"White/Caucasian","","","","","AGR","Owners and Operates","EDU","Educator","Murray State University (KY)","B.S.","1992","","","","","","","U.S. Army Reserves","","1988-1996","","","","Sen. Stan Humphries","Kentucky Senator","Room 209","Capitol Annex","702 Capitol Avenue","","Frankfort, KY 40601","Stan.Humphries@lrc.ky.gov","http://www.lrc.ky.gov/Messages/S001.aspx","http://www.lrc.ky.gov/legislator/S001.htm","","","http://twitter.com/KYStanHumphries","","Images\Photos\SL\KY\S","Humphries_Stan_392925.jpg"
28990,194828,"SL","H",15,"KY","Kentucky","071","","",13,100,"1992","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",2274,2802,"D","John","Stacy","W.","John","Rep.","","Kentucky Representative","","M","John Will Stacy","","","1953","03","29","","","West Liberty, KY","","","",5,"White/Caucasian","Majority Whip, KY State House of Representatives","2011","","","BUS","Owner","","","Northern Kentucky University Salmon P. Chase College of Law (KY)","J.D.","2011","Morehead State University (KY)","B.S.","2011","","","","","","","","","","Rep. John Stacy","Kentucky Representative","Room 316-B","Capitol Annex","702 Capitol Avenue","","Frankfort, KY 40601","JohnWill.Stacy@lrc.ky.gov","http://www.lrc.ky.gov/Messages/H071.aspx","http://www.lrc.ky.gov/legislator/H071.htm","","","","","Images\Photos\SL\KY\H","Stacy_John_194828.jpg"
29105,260527,"SL","H",34,"LA","Louisiana","048","","",15,100,"2007","2015","G","",0,0,0,0,0,0,0,0,"AOK","Normal",2396,2926,"R","Taylor","Barras","F.","Taylor","Rep.","","Louisiana Representative","","M","Taylor F. Barras","","","1957","","","Married","Cheryl","New Iberia, LA","1 child","","",5,"White/Caucasian","Member, Council for a Better Louisiana Board","2001-2007","","","BUS","Market President","","","Louisiana State University","B.S.","1979","New Iberia Senior High School","","1975","","","","","","","","","","Rep. Taylor Barras","Louisiana Representative","","State Capitol","PO Box 94062","","Baton Rouge, LA 70804-4486","barrast@legis.la.gov","","http://house.louisiana.gov/H_Reps/members.asp?ID=48","","","","","Images\Photos\SL\LA\H","Barras_Taylor_260527.jpg"
