"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
21755,158705,"FL","H",48,"AL","Alabama","06","","",1,71.200000000000003,"1992","2014","G","H2AL06035",0,0,10,0,14,0,79,0,"AOK","Normal",6,8,"R","Spencer","Bachus","T.","Spencer","Rep.","III","US Representative","","M","Spencer Thomas Bachus, III","BACK-uhss","Birmingham, AL","1947","12","28","Married","Linda","Vestavia Hills, AL (Birmingham)","5 children","BAP","Baptist",5,"White/Caucasian","Chairman, U.S. House Committee on Financial Services","2013","Member, AL Board of Education","1987-1991","BUS","Factory Owner","LAW","Senior Partner","University of Alabama School of Law","J.D.","1972","Auburn University (AL)","B.A.","1969","","","","U.S. Army Reserve","","1969-1971","","","","Rep. Spencer Bachus III","US Representative","Room 2246","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-0106","","http://forms.house.gov/write/bachus/email-me.shtml","http://bachus.house.gov","","http://www.facebook.com/SpencerBachus?v=wall","http://twitter.com/BachusAL06","http://www.youtube.com/user/CongressmanBachus","Images\Photos\FL\H","Bachus_Spencer_158705.jpg"
21757,283914,"FL","H",283,"AR","Arkansas","01","","",1,56.200000000000003,"2010","2014","G","H0AR01083",0,0,90,0,96,0,55,0,"AOK","Normal",277,315,"R","Rick","Crawford","","Rick","Rep.","","US Representative","","M","Eric Alan Crawford","KRAW-furd","Homestead Air Force Base, FL","1966","01","22","Married","Stacy","Jonesboro, AR","2 children","BAP","Baptist",5,"White/Caucasian","Vice Chair, U.S. House Subcommittee on Economic Development, Public Buildings, and Emergency Management","2013","Vice Chair, Craighead County (AR) Republican Committee","2013","JOU","Agri-Columnist","BUS","Owner","Arkansas State University, Jonesboro","B.A.","1996","Southwest Missouri State University","Att.","1993","Alvirine High School (Hudson, NH)","","1993","U.S. Army","SGT","1985-1989","","","","Rep. Rick Crawford","US Representative","Room 1711","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-0401","","http://crawford.house.gov/Contact/","http://crawford.house.gov/","","http://www.facebook.com/RepRickCrawford","http://twitter.com/RepRickCrawford","http://www.youtube.com/RepRickCrawford","Images\Photos\FL\H","Crawford_Rick_283914.jpg"
21758,283916,"FL","H",298,"AR","Arkansas","02","","",2,55.200000000000003,"2010","2014","G","H0AR02107",0,0,85,0,96,0,60,0,"AOK","Normal",278,316,"R","Tim","Griffin","","Tim","Rep.","","US Representative","","M","John Timothy Griffin","GRIH-fin","Charlotte, NC","1968","08","21","Married","Elizabeth","Little Rock, AR","2 children","BAP","Baptist",5,"White/Caucasian","Vice Chair, U.S. House Subcommittee on Europe and Eurasia","2013","Research Director and Deputy Communications Director, Republican National Committee","2004","BUS","Owner and Founder","LAW","Partner and Founder","Tulane University Law School (LA)","J.D.","1994","Pembroke College, Oxford University (England)","Att.","1991","Hendrix College (AR)","B.A.","1990","U.S. Army Reserve, Judge Advocate General's Corps","MAJ","1996-Current","","","","Rep. Tim Griffin","US Representative","Room 1232","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-0402","","http://griffin.house.gov/contact-me/email-me","http://griffin.house.gov/","","http://www.facebook.com/RepTimGriffin","http://twitter.com/reptimgriffin","http://www.youtube.com/reptimgriffin","Images\Photos\FL\H","Griffin_Tim_283916.jpg"
21761,158711,"FL","H",434,"AS","American Samoa","01","","",1,55.200000000000003,"1988","2014","G","H0AS00018",0,0,0,0,0,0,0,0,"AOK","Normal",7764,7925,"D","Eni","Faleomavaega","F. H.","Eni","Del.","","US Representative","","M","Eni Fa'Auaa Hunkin Faleomavaega","EN-ee FAH-lay-oh-mahv-uh-EN-guh","Vailoatai, AS","1943","08","15","Married","Hinanui Bambridge Cave","Vailoatai, AS","5 children ;  3 grandchildren ","MOR","Mormon",4,"Asian/Pacific American","Ranking Minority Member, U.S. House Subcommittee on Asia and the Pacific","2013","Lt. Governor, American Samoa","1984-1989","PUB","Assistant Counsel","PUB","Administrative Assistant","University of California Boalt Hall School of Law - Berkeley","LL.M.","1973","University of Houston School of Law (TX)","J.D.","1972","Texas Southern School of Law","Att.","1969","U.S. Army Reserve","","1982-1990","U.S. Army","CPT","1966-1969","Del. Eni Faleomavaega","US Representative","Room 2422","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-5201","Faleomavaega@mail.house.gov","https://faleomavaega.house.gov/contact/email-me","http://www.house.gov/faleomavaega","","http://www.facebook.com/pages/Congressman-Eni-FH-Faleomavaega/617466718276952","http://twitter.com/efaleomavaega","http://www.youtube.com/channel/UCDDfPwu_b7QtkQOgeUY-AYg","Images\Photos\FL\H","Faleomavaega_Eni_158711.jpg"
21763,283933,"FL","H",296,"AZ","Arizona","04","","",3,66.799999999999997,"2010","2014","G","H0AZ01259",0,0,95,0,96,0,47,0,"AOK","Normal",212,218,"R","Paul","Gosar","A.","Paul","Rep.","","US Representative","","M","Paul Anthony Gosar","go-SAR","Rock Springs, WY","1958","11","27","Married","Maude","Flagstaff, AZ","3 children","ROC","Roman Catholic",5,"White/Caucasian","Vice Chair, U.S. House Subcommittee on Health Care, District of Columbia, Census and the National Archives","2013","Member (AZ01 R), U.S. House of Representatives","2010-2013","MED","Dentist and Owner","","","Creighton Boyne School of Dentistry (NE)","D.D.S.","1985","Creighton University (NE)","B.S.","1981","","","","","","","","","","Rep. Paul Gosar","US Representative","Room 504","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-0304","","http://gosar.house.gov/contact-me/email-me","http://gosar.house.gov/","","http://www.facebook.com/repgosar","http://twitter.com/repgosar","http://www.youtube.com/repgosar","Images\Photos\FL\H","Gosar_Paul_283933.jpg"
21765,211719,"FL","H",157,"AZ","Arizona","03","","",2,58.399999999999999,"2002","2014","G","H2AZ07070",0,0,0,0,4,0,70,0,"AOK","Normal",211,217,"D","Raul","Grijalva","M.","Raul","Rep.","","US Representative","","M","Raul Manuel Grijalva","gree-HAHL-vah","Tucson, AZ","1948","02","19","Married","Ramona","Tucson, AZ","3 children","ROC","Roman Catholic",2,"Hispanic/Latino","Ranking Minority Member, U.S. House Subcommittee on National Parks, Forests, and Public Lands","2013","Member (AZ07 D), U.S. House of Representatives","2002-2013","EDU","Assistant Dean for Hispanic Student Affairs","PUB","Director","University of Arizona","B.A.","1986","Sunnyside High School (AZ)","","1986","","","","","","","","","","Rep. Raul Grijalva","US Representative","Room 1511","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-0303","","https://grijalvaforms.house.gov/email-raul","http://www.grijalva.house.gov","","http://www.facebook.com/Rep.Grijalva","http://twitter.com/RepRaulGrijalva","http://www.youtube.com/user/raulgrijalvaaz07","Images\Photos\FL\H","Grijalva_Raul_211719.jpg"
21766,211720,"FL","H",153,"AZ","Arizona","08","","",1,63.299999999999997,"2002","2014","G","H4AZ04024",0,0,0,0,0,0,0,0,"AOK","Normal",216,222,"R","Trent","Franks","","Trent","Rep.","","US Representative","","M","Trent Franks","franks","Uravan, CO","1957","06","19","Married","Josephine","Peoria, AZ","2 children (twins)","BAP","Baptist",5,"White/Caucasian","Chairman, U.S. House Subcommittee on the Constitution","2013","Member (AZ02 D), U.S. House of Representatives","2012-2013","BUS","President and CEO","BUS","Co-Owner","Center for Constitutional Studies (UT)","Att.","1987","Ottawa University (KS)","Att.","1987","","","","","","","","","","Rep. Trent Franks","US Representative","Room 2435","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-0308","","http://franks.house.gov/contact-me/email-me","http://www.house.gov/franks","","http://www.facebook.com/TrentFranks","http://twitter.com/RepTrentFranks","http://www.youtube.com/user/RepTrentFranks","Images\Photos\FL\H","Franks_Trent_211720.jpg"
21767,158712,"FL","H",234,"AZ","Arizona","05","","",2,67.200000000000003,"2012","2014","G","H4AZ01038",0,0,0,0,0,0,0,0,"AOK","Normal",213,219,"R","Matthew","Salmon","","Matt","Rep.","","US Representative","","M","Matthew James Salmon","","Salt Lake City, UT","1958","01","21","Married","Nancy Huish","Mesa, AZ","4 children ;  4 grandchildren ","MOR","Mormon",5,"White/Caucasian","Campaign Manager, Scott Smith for Mayor of Mesa, AZ Campaign","2007","Chairman, AZ Republican Party","2007","BUS","President","BUS","Director and Executive Vice President","Brigham Young University (UT)","M.PA","1986","Arizona State University","B.A.","1981","Mesa High School (AZ)","","1976","","","","","","","Rep. Matthew Salmon","US Representative","Room 2349","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-0305","","https://salmon.house.gov/contact/email-me","http://salmon.house.gov/","","http://www.facebook.com/RepMattSalmon","http://twitter.com/RepMattSalmon","http://www.youtube.com/repmattsalmon","Images\Photos\FL\H","Salmon_Matthew_158712.jpg"
22023,158973,"FL","H",95,"NY","New York","04","","",9,61.799999999999997,"1996","2014","G","H6NY04112",0,0,90,0,96,0,58,0,"AOK","Normal",4408,5231,"D","Carolyn","McCarthy","","Carolyn","Rep.","","US Representative","","F","Carolyn McCarthy","muh-KAR-thee","Brooklyn, NY","1944","01","05","Widow","","Mineola, NY","1 child ; 2 grandchildren","CAT","Catholic",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on International Monetary Policy and Trade","2013","","","MED","LPN","MED","Nurse","Glen Cove Nursing School (NY)","","1964","Mineola High School (NY)","","1964","","","","","","","","","","Rep. Carolyn McCarthy","US Representative","Room 2346","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3204","","https://carolynmccarthyforms.house.gov/contact-form","http://carolynmccarthy.house.gov","","","http://twitter.com/repmccarthyny","http://www.youtube.com/user/CarolynMcCarthy","Images\Photos\FL\H","McCarthy_Carolyn_158973.jpg"
22024,158975,"FL","H",106,"NY","New York","05","","",10,89.700000000000003,"1998","2014","G","H8NY06048",0,0,90,0,96,0,55,0,"AOK","Normal",4409,5232,"D","Gregory","Meeks","W.","Gregory","Rep.","","US Representative","","M","Gregory Weldon Meeks","meeks","Harlem, NY","1953","09","25","Married","Simone-Marie","St. Albans, NY","3 children ","BAP","Baptist",1,"Black/African American","Ranking Minority Member, U.S. House Subcommittee on Europe and Eurasia","2013","Member (NY06 D), U.S. House of Representatives","1998-2013","LAW","Judge","LAW","Hearing Officer","Howard University Law School (DC)","J.D.","1978","Adelphi University (NY)","B.A.","1975","Julia Richman High School (NY)","","1975","","","","","","","Rep. Gregory Meeks","US Representative","Room 2234","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3205","","https://meeks.house.gov/contact-me/email-me","http://meeks.house.gov/","","http://www.facebook.com/gregorymeeksny05","http://twitter.com/GregoryMeeks","http://www.youtube.com/user/repgregorymeeks","Images\Photos\FL\H","Meeks_Gregory_158975.jpg"
22025,271828,"FL","H",402,"NY","New York","06","","",21,67.799999999999997,"2012","2014","G","H2NY06116",0,0,95,0,96,0,58,0,"AOK","Normal",4410,5233,"D","Grace","Meng","","Grace","Rep.","","US Representative","","F","Grace Meng","","Queens, NY","1975","10","01","Married","Wayne Kye","Queens, NY","2 children ","CHC","Christian Church",4,"Asian/Pacific American","Member (NY022 D), NY State Assembly","2009-2013","Candidate, NY Assembly","2006","PUB","District Administrator and Counsel","LAW","Attorney","Yeshiva University Benjamin N. Cardozo School of Law (NY)","J.D.","2002","University of Michigan","B.A.","1997","Stuyvesant High School (NY)","","1997","","","","","","","Rep. Grace Meng","US Representative","Room 1317","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-3206","","http://meng.house.gov/contact/email-me","http://meng.house.gov/","","http://www.facebook.com/repgracemeng","http://twitter.com/RepGraceMeng","http://www.youtube.com/channel/UCHg516zJKbIBtXFAJ0nu3XQ","Images\Photos\FL\H","Meng_Grace_271828.jpg"
22026,158981,"FL","H",69,"NY","New York","07","","",8,94.599999999999994,"1992","2014","G","H2NY00010",0,0,95,0,96,0,60,0,"AOK","Normal",4411,5234,"D","Nydia","Velazquez","M.","Nydia","Rep.","","US Representative","","F","Nydia Margarita Velazquez","veh-LAS-kez","Yabucoa, PR","1953","03","23","Married","Paul Bader","Brooklyn, NY","","ROC","Roman Catholic",2,"Hispanic/Latino","Ranking Minority Member, U.S. House Committee on Small Business","2013","Member (NY12 D), U.S. House of Representatives","1992-2013","PUB","Director Department Puerto Rican Community Affairs in the US","PUB","National Director","New York University","M.A.","1976","University of Puerto Rico (Rio Piedras}","B.A.","1974","","","","","","","","","","Rep. Nydia Velazquez","US Representative","Room 2302","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3207","nydia.velazquez@mail.house.gov","http://velazquez.house.gov/IMA/issue_subscribe.shtml","http://velazquez.house.gov/index.shtml","","http://www.facebook.com/pages/Nydia-Velazquez/8037068318","http://twitter.com/NydiaVelazquez","http://www.youtube.com/user/nydiavelazquez","Images\Photos\FL\H","Velazquez_Nydia_158981.jpg"
22027,250929,"FL","H",391,"NY","New York","08","","",19,90.099999999999994,"2012","2014","G","H2NY10092",0,0,95,0,96,0,47,0,"AOK","Normal",4412,5235,"D","Hakeem","Jeffries","S.","Hakeem","Rep.","","US Representative","","M","Hakeem S. Jeffries","HA-keem","Brooklyn, NY","1970","08","04","Married","Kennisandra","Brooklyn, NY","2 children","BAP","Baptist",1,"Black/African American","Member (NY057 D), NY State Assembly","2007-2013","Candidate, NY Assembly","2002","LAW","Attorney","LAW","Litigation Counsel","New York University Law School","J.D.","1997","Georgetown University (DC)","M.PP","1994","State University of New York, Binghamton","B.A.","1992","","","","","","","Rep. Hakeem Jeffries","US Representative","Room 1339","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-3208","","http://jeffries.house.gov/contact/email-me","http://jeffries.house.gov/","","http://www.facebook.com/RepHakeemJeffries","http://twitter.com/RepJeffries","http://www.youtube.com/channel/UCYVmbsjoNbQ4j-PCQIYgpWQ","Images\Photos\FL\H","Jeffries_Hakeem_250929.jpg"
22028,248335,"FL","H",207,"NY","New York","09","","",15,87.200000000000003,"2006","2014","G","H4NY11138",0,0,0,0,0,0,0,0,"AOK","Normal",4413,5236,"D","Yvette","Clarke","D.","Yvette","Rep.","","US Representative","","F","Yvette Diane Clarke","klark","Brooklyn, NY","1964","11","21","Single","","Brooklyn, NY","","AME","African Methodist Episcopal",1,"Black/African American","Ranking Minority Member, U.S. House Subcommittee on Cybersecurity, Infrastructure Protection, and Security Technologies","2013","Member (NY11 D), U.S. House of Representatives","2006-2013","PUB","Confidential Assistant","BUS","Director Business Development","State University of New York - Medgar Evers College","","2006-2013","Oberlin College (OH)","","1986","Edward R. Murrow High School (NY)","","1986","","","","","","","Rep. Yvette Clarke","US Representative","Room 2351","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3209","","http://clarke.house.gov/Contact/","http://clarke.house.gov","","http://www.facebook.com/repyvettedclarke","http://twitter.com/YvetteClarke","http://www.youtube.com/RepYvetteClarke","Images\Photos\FL\H","Clarke_Yvette_248335.jpg"
22029,158977,"FL","H",46,"NY","New York","10","","",6,80.700000000000003,"1992","2014","G","H2NY17071",0,0,90,0,96,0,65,0,"AOK","Normal",4414,5237,"D","Jerrold","Nadler","L.","Jerry","Rep.","","US Representative","","M","Jerrold Lewis Nadler","NAD-lur","Brooklyn, NY","1947","06","13","Married","Joyce L. Miller","Manhattan, NY","1 child","JEW","Jewish",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on the Constitution","2013","Member (NY08 D), U.S. House of Representatives","1992-2013","LAW","Attorney","LAW","Clerk","Fordham University School of Law (NY)","J.D.","1978","Columbia University (NY)","Bach. Deg.","1969","Stuyvesant High School (NY)","","1965","","","","","","","Rep. Jerrold Nadler","US Representative","Room 2110","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3210","","https://jerroldnadler.house.gov/Forms/WriteYourRep/default.aspx","http://nadler.house.gov","","http://www.facebook.com/CongressmanNadler","http://twitter.com/RepJerryNadler","http://www.youtube.com/congressmannadler","Images\Photos\FL\H","Nadler_Jerrold_158977.jpg"
22030,284883,"FL","H",300,"NY","New York","11","","",4,52.200000000000003,"2010","2014","G","H0NY13074",0,0,75,0,100,0,64,0,"AOK","Normal",4415,5238,"R","Michael","Grimm","G.","Mike","Rep.","","US Representative","","M","Michael Gerard Grimm","grim","Brooklyn, NY","1970","02","07","Divorced","","Staten Island, NY","","ROC","Roman Catholic",5,"White/Caucasian","Member (NY13 R), U.S. House of Representatives","2010-2013","","","BUS","Principal","BUS","Owner","New York School of Law","J.D.","2002","Bernard M. Baruch College, City University of New York","B.B.A.","1994","Federal Law Enforcement Training Center","","1994","U.S. Marine Corps Reserve","","1992-1997","U.S. Marine Corps","Cpl (E-4)","1989-1992","Rep. Michael Grimm","US Representative","Room 512","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-3211","","http://grimm.house.gov/contact-me/email-me","http://grimm.house.gov/","","http://www.facebook.com/repmichaelgrimm","http://twitter.com/repmichaelgrimm","http://www.youtube.com/user/repmichaelgrimm","Images\Photos\FL\H","Grimm_Michael_284883.jpg"
22031,158983,"FL","H",62,"NY","New York","12","","",7,80.5,"1992","2014","G","H2NY14037",0,0,95,0,96,0,60,0,"AOK","Normal",4416,5239,"D","Carolyn","Maloney","B.","Carolyn","Rep.","","US Representative","","F","Carolyn Bosher Maloney","muh-LOAN-ee","Greensboro, NC","1946","02","19","Widow","","Manhattan, NY","2 children","PRE","Presbyterian",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on Financial Institutions and Consumer Credit","2013","Member (NY14 D), U.S. House of Representatives","1992-2013","PUB","Director of Special Projects","PUB","Senior Progressive Analyst","Greensboro College (NC)","Bach. Deg.","1968","University Dijon - Paris (France)","","1968","New School for Social Research (NY)","","1968","","","","","","","Rep. Carolyn Maloney","US Representative","Room 2308","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3212","","https://maloney.house.gov/contact-me/email-me","http://maloney.house.gov","","http://www.facebook.com/RepCarolynMaloney","http://twitter.com/RepMaloney","http://www.youtube.com/user/carolynbmaloney","Images\Photos\FL\H","Maloney_Carolyn_158983.jpg"
22032,158984,"FL","H",3,"NY","New York","13","","",1,90.700000000000003,"1970","2014","G","H6NY19029",0,0,40,0,57,0,68,0,"AOK","Normal",4417,5240,"D","Charles","Rangel","B.","Charlie","Rep.","","US Representative","","M","Charles Bernard Rangel","RANG-gull","Manhattan, NY","1930","06","11","Married","Alma Carter","Manhattan, NY","2 children ;  3 grandchildren ","ROC","Roman Catholic",1,"Black/African American","Member (NY15 D), U.S. House of Representatives","1970-2013","Delegate, Democratic National Convention","1980","LAW","General Counsel","LAW","Legal Counsel","St. John's University School of Law (NY)","LL.B.","1960","New York University School of Commerce","Att.","1952","New York University","B.S.","1957","U.S. Army","SSG","1948-1952","","","","Rep. Charles Rangel","US Representative","Room 2354","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3213","","https://rangel.house.gov/contact-me/email-me","http://rangel.house.gov","","http://www.facebook.com/CBRangel","http://twitter.com/cbrangel","http://www.youtube.com/user/RepRangel","Images\Photos\FL\H","Rangel_Charles_158984.jpg"
22033,158976,"FL","H",112,"NY","New York","14","","",11,83.200000000000003,"1998","2014","G","H8NY07046",0,0,90,0,95,0,58,0,"AOK","Normal",4418,5241,"D","Joseph","Crowley","","Joe","Rep.","","US Representative","","M","Joseph Crowley","KROU-lee","Queens, NY","1962","03","16","Married","Kasey Nilson","Elmhurst, NY","3 children","ROC","Roman Catholic",5,"White/Caucasian","Member (NY07 D), U.S. House of Representatives","1992-2013","Chair, New Democrat Coalition","1992-2013","","","","","Queens College (NY)","B.A.","1985","Power Memorial High School (NY)","","1981","","","","","","","","","","Rep. Joseph Crowley","US Representative","Room 1436","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-3214","","http://crowley.house.gov/contact-me/email-me","http://crowley.house.gov","","http://www.facebook.com/repjoecrowley","http://twitter.com/repjoecrowley","http://www.youtube.com/RepJoeCrowley","Images\Photos\FL\H","Crowley_Joseph_158976.jpg"
22034,158985,"FL","H",35,"NY","New York","15","","",5,97.200000000000003,"1990","2014","G","H0NY18065",0,0,95,0,95,0,60,0,"AOK","Normal",4419,5242,"D","Jose","Serrano","E.","Jose","Rep.","","US Representative","","M","Jose Enrique Serrano","seh-RAH-noe","Mayaguez, PR","1943","10","24","Divorced","Mary Staucet (div)","Bronx, NY","5 children","ROC","Roman Catholic",2,"Hispanic/Latino","Ranking Minority Member, U.S. House Subcommittee on Financial Services and General Government","2013","Member (NY16 D), U.S. House of Representatives","1990-2013","EDU","Administration","BUS","Associate","City University of New York Lehman College","Att.","1980","Dodge Vocational High School (NY)","","1961","","","","U.S. Army","SF-4","1964-1966","","","","Rep. Jose Serrano","US Representative","Room 2227","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3215","jserrano@mail.house.gov","https://serrano.house.gov/contact-me/email-me","http://serrano.house.gov","","http://www.facebook.com/RepJoseSerrano","http://twitter.com/repjoseserrano","http://www.youtube.com/user/CongressmanSerrano","Images\Photos\FL\H","Serrano_Jose_158985.jpg"
22036,158987,"FL","H",30,"NY","New York","17","","",4,64.400000000000006,"1988","2014","G","H8NY20056",0,0,80,0,95,0,53,0,"AOK","Normal",4421,5244,"D","Nita","Lowey","M.","Nita","Rep.","","US Representative","","F","Nita Melnikoff Lowey","LOE-ee","Bronx, NY","1937","07","05","Married","Stephen Lowey","Harrison, NY","3 children ;  8 grandchildren ","JEW","Jewish",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on State, Foreign Operations and Related Programs","2013","Member (NY18 D), U.S. House of Representatives","1988-2013","PUB","Assistant then Deputy Director","","","Mount Holyoke College (MA)","B.S.","1959","Bronx High School of Science (NY)","","1959","","","","","","","","","","Rep. Nita Lowey","US Representative","Room 2365","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3217","","http://lowey.house.gov/contact-form","http://lowey.house.gov","","http://www.facebook.com/RepLowey","http://twitter.com/NitaLowey","http://www.youtube.com/nitalowey","Images\Photos\FL\H","Lowey_Nita_158987.jpg"
22037,413491,"FL","H",400,"NY","New York","18","","",20,51.899999999999999,"2012","2014","G","H2NY22139",0,0,95,0,96,0,56,0,"AOK","Normal",4422,5245,"D","Sean","Maloney","P.","Sean","Rep.","","US Representative","","M","Sean Patrick Maloney","","Sherbrooke, Canada","1966","07","30","Domestic Partner","Randy Florke","Cold Spring, NY","3 children ","ROC","Roman Catholic",5,"White/Caucasian","First Deputy Secretary, Office of NY Gov. David Paterson","2008","First Deputy Secretary, Office of NY Gov. Eliot Spitzer","2007-2008","LAW","Partner","LAW","Attorney","University of Virginia School of Law","J.D.","1992","University of Virginia","B.A.","1988","Georgetown University (DC)","Att.","1986","","","","","","","Rep. Sean Maloney","US Representative","Room 1529","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-3218","","http://seanmaloney.house.gov/contact/email-me","http://seanmaloney.house.gov/","","http://www.facebook.com/repseanmaloney","http://twitter.com/RepSeanMaloney","http://www.youtube.com/channel/UCNiVzzf4Vz-vCMPBcnjGuXQ","Images\Photos\FL\H","Maloney_Sean_413491.jpg"
22038,287304,"FL","H",295,"NY","New York","19","","",3,52.799999999999997,"2010","2014","G","H0NY20095",0,0,100,0,96,0,50,0,"AOK","Normal",4423,5246,"R","Chris","Gibson","P.","Chris","Rep.","","US Representative","","M","Christopher Patrick Gibson","GIB-suhn","Rockville Centre, NY","1964","05","13","Married","Mary Joanne (Mary Jo) Gerardi","Kinderhook, NY","3 children","ROC","Roman Catholic",5,"White/Caucasian","Member (NY20 R), U.S. House of Representatives","2010-2013","Congressional Fellow, Office of U.S. Rep. Jerry Lewis","2002-2003","EDU","Professor of American Politics","MIL","Congressional Fellow","Stanford University (CA)","Att.","2002-2003","Command and General Staff College (KS)","Att.","2000","Cornell University (NY)","Ph.D.","1998","U.S. Army","COL","1986-2010","","","","Rep. Chris Gibson","US Representative","Room 1708","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-3219","","https://gibson.house.gov/Contact/","http://gibson.house.gov/","","http://www.facebook.com/RepChrisGibson","http://twitter.com/repchrisgibson","http://www.youtube.com/repchrisgibson","Images\Photos\FL\H","Gibson_Chris_287304.jpg"
22040,282636,"FL","H",265,"NY","New York","21","","",17,50.100000000000001,"2009","2014","G","H0NY23081",0,0,90,0,92,0,50,0,"AOK","Normal",4425,5248,"D","Bill","Owens","L.","Bill","Rep.","","US Representative","","M","William Lewis Owens","O-enz","Brooklyn, NY","1949","01","20","Married","Jane","Plattsburg, NY","3 children; 4 grandchildren","ROC","Roman Catholic",5,"White/Caucasian","Member (NY23 D), U.S. House of Representatives","2009-2013","","","LAW","Managing Partner","EDU","Adjunct Professor of Business Law","Fordham University School of Law (NY)","J.D.","1974","Manhattan College (NY)","B.B.A.","1971","Chaminade High School (NY)","","1971","U.S. Air Force","Capt","1971","","","","Rep. Bill Owens","US Representative","Room 405","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-3221","","http://owens.house.gov/Contact/","http://owens.house.gov","","http://www.facebook.com/repbillowens","http://twitter.com/BillOwensNY","http://www.youtube.com/user/RepBillOwens","Images\Photos\FL\H","Owens_Bill_282636.jpg"
22041,197757,"FL","H",261,"NY","New York","20","","",16,68.400000000000006,"2008","2014","G","H8NY21203",0,0,0,0,0,0,0,0,"AOK","Normal",4424,5247,"D","Paul","Tonko","D.","Paul","Rep.","","US Representative","","M","Paul David Tonko","TAHN-ko","Amsterdam, NY","1949","06","18","Single","","Amsterdam, NY","","ROC","Roman Catholic",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on Investigations and Oversight","2013","Member (NY21 D), U.S. House of Representatives","2008-2013","PUB","President","BUS","Senior Valuation Engineer","Clarkson University (NY)","B.S.","1971","","","","","","","","","","","","","Rep. Paul Tonko","US Representative","Room 2463","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-3220","","http://tonko.house.gov/email-form1/","http://tonko.house.gov","","http://www.facebook.com/reppaultonko","http://twitter.com/paultonko","http://www.youtube.com/reppaultonko","Images\Photos\FL\H","Tonko_Paul_197757.jpg"
